_id,appearance.gender,appearance.race,appearance.height,appearance.weight,appearance.eye-color,appearance.hair-color
6563a1af3ef936792ce0c268,-,unknown,"['-', '0 cm']","['- lb', '0 kg']",-,-
6563a1af3ef936792ce0c269,Male,Human,"['-', '0 cm']","['- lb', '0 kg']",-,-
6563a1af3ef936792ce0c26a,Male,Human,"['-', '0 cm']","['- lb', '0 kg']",-,-
6563a1af3ef936792ce0c26b,Male,God / Eternal,"['-', '0 cm']","['- lb', '0 kg']",-,-
6563a1af3ef936792ce0c26c,Male,Mutant,"[""6'6"", '198 cm']","['275 lb', '124 kg']",Brown,No Hair
6563a1af3ef936792ce0c26d,Male,Bizarro,"[""6'3"", '191 cm']","['345 lb', '155 kg']",Black,Black
6563a1af3ef936792ce0c26e,Male,unknown,"['-', '0 cm']","['- lb', '0 kg']",Red,Black
6563a1af3ef936792ce0c26f,Male,unknown,"[""6'3"", '191 cm']","['250 lb', '113 kg']",Brown,Black
6563a1af3ef936792ce0c270,Male,Inhuman,"[""6'2"", '188 cm']","['210 lb', '95 kg']",Blue,Black
6563a1af3ef936792ce0c271,Female,Metahuman,"[""5'7"", '170 cm']","['130 lb', '59 kg']",Blue,Blond
6563a1af3ef936792ce0c272,Female,Human,"[""5'5"", '165 cm']","['128 lb', '58 kg']",Blue,Blond
6563a1af3ef936792ce0c273,Female,Human,"[""5'10"", '178 cm']","['120 lb', '54 kg']",Green,Blond
6563a1af3ef936792ce0c274,Male,God / Eternal,"['-', '0 cm']","['- lb', '0 kg']",-,-
6563a1af3ef936792ce0c275,Male,unknown,"['-', '0 cm']","['- lb', '0 kg']",-,-
6563a1af3ef936792ce0c276,Male,Human,"[""6'0"", '183 cm']","['190 lb', '86 kg']",Brown,Brown
6563a1af3ef936792ce0c277,Male,unknown,"[""6'1"", '185 cm']","['200 lb', '90 kg']",Brown,No Hair
6563a1af3ef936792ce0c278,Female,unknown,"[""5'7"", '170 cm']","['115 lb', '52 kg']",Green,Black
6563a1af3ef936792ce0c279,Male,Human,"[""6'2"", '188 cm']","['205 lb', '92 kg']",Black,No Hair
6563a1af3ef936792ce0c27a,Male,Human,"[""6'0"", '183 cm']","['200 lb', '90 kg']",Brown,Black
6563a1af3ef936792ce0c27b,Female,Human,"[""5'7"", '170 cm']","['131 lb', '59 kg']",Green,Auburn
6563a1af3ef936792ce0c27c,Female,unknown,"[""5'7'"", '170 cm']","['135 lb', '61 kg']",Blue,Blond
6563a1af3ef936792ce0c27d,Male,Demon,"[""6'3"", '191 cm']","['230 lb', '104 kg']",Red,White
6563a1af3ef936792ce0c27e,Male,unknown,"[""6'1"", '185 cm']","['190 lb', '86 kg']",Blue,Black
6563a1af3ef936792ce0c27f,Male,Alien,"[""6'2"", '188 cm']","['195 lb', '88 kg']",Red,White
6563a1af3ef936792ce0c280,Male,Vampire,"[""6'2"", '188 cm']","['215 lb', '97 kg']",Brown,Black
6563a1af3ef936792ce0c281,-,unknown,"['-', '0 cm']","['- lb', '0 kg']",Black,No Hair
6563a1af3ef936792ce0c282,Female,unknown,"[""5'6"", '168 cm']","['152 lb', '68 kg']",-,-
6563a1af3ef936792ce0c283,Female,Mutant,"[""5'5"", '165 cm']","['125 lb', '56 kg']",Green,Magenta
6563a1af3ef936792ce0c284,Male,unknown,"['-', '0 cm']","['- lb', '0 kg']",-,Brown
6563a1af3ef936792ce0c285,Male,unknown,"['-', '0 cm']","['- lb', '0 kg']",-,-
6563a1af3ef936792ce0c286,Male,unknown,"[""5'9"", '175 cm']","['170 lb', '77 kg']",Brown,Brown
6563a1af3ef936792ce0c287,Male,unknown,"[""5'10"", '178 cm']","['510 lb', '230 kg']",Brown,Brown
6563a1af3ef936792ce0c288,Female,Human,"[""7'2"", '218 cm']","['1100 lb', '495 kg']",Blue,Brown
6563a1af3ef936792ce0c289,Male,Mutant,"['-', '0 cm']","['- lb', '0 kg']",Black,No Hair
6563a1af3ef936792ce0c28a,Male,unknown,"[""100'0"", '30.5 meters']","['- lb', '0 kg']",White,No Hair
6563a1af3ef936792ce0c28b,Male,unknown,"['-', '0 cm']","['- lb', '0 kg']",Blue,Brown
6563a1af3ef936792ce0c28c,Male,unknown,"['-', '0 cm']","['- lb', '0 kg']",-,-
6563a1af3ef936792ce0c28d,Male,unknown,"[""6'0"", '183 cm']","['190 lb', '86 kg']",Blue,Brown
6563a1af3ef936792ce0c28e,Male,Human,"['-', '0 cm']","['- lb', '0 kg']",Brown,Black
6563a1af3ef936792ce0c28f,Male,Human / Clone,"[""6'0"", '183 cm']","['- lb', '0 kg']",Brown,Black
6563a1af3ef936792ce0c290,Male,unknown,"['-', '0 cm']","['- lb', '0 kg']",-,-
6563a1af3ef936792ce0c291,Female,unknown,"['-', '0 cm']","['- lb', '0 kg']",-,-
6563a1af3ef936792ce0c292,Female,Mutant,"[""5'5"", '165 cm']","['122 lb', '55 kg']",Blue,Blond
6563a1af3ef936792ce0c293,Female,unknown,"['-', '0 cm']","['- lb', '0 kg']",-,-
6563a1af3ef936792ce0c294,Male,Human,"[""6'5"", '196 cm']","['215 lb', '97 kg']",Blue,Blond
6563a1af3ef936792ce0c295,Male,unknown,"['-', '0 cm']","['- lb', '0 kg']",-,-
6563a1af3ef936792ce0c296,-,unknown,"[""6'4"", '193 cm']","['245 lb', '110 kg']",Blue,Blond
6563a1af3ef936792ce0c297,-,unknown,"['-', '0 cm']","['- lb', '0 kg']",Brown,Brown / Black
6563a1af3ef936792ce0c298,Male,Android,"[""6'6"", '198 cm']","['300 lb', '135 kg']",Green,No Hair
6563a1af3ef936792ce0c299,Male,unknown,"[""5'7"", '170 cm']","['135 lb', '61 kg']",Green,Blond
6563a1af3ef936792ce0c29a,Male,Human,"[""6'0"", '183 cm']","['220 lb', '99 kg']",Brown,Brown / White
6563a1af3ef936792ce0c29b,Male,Mutant,"[""6'4"", '193 cm']","['- lb', '0 kg']",-,-
6563a1af3ef936792ce0c29c,Female,Human,"[""5'2"", '157 cm']","['115 lb', '52 kg']",Green,Blond
6563a1af3ef936792ce0c29d,Male,Human,"[""6'0"", '183 cm']","['200 lb', '90 kg']",blue,blond
6563a1af3ef936792ce0c29e,Female,Human,"[""5'7"", '170 cm']","['130 lb', '59 kg']",Brown,Black
6563a1af3ef936792ce0c29f,Male,unknown,"['-', '0 cm']","['- lb', '0 kg']",-,-
6563a1af3ef936792ce0c2a0,Male,Human,"['-', '0 cm']","['- lb', '0 kg']",-,-
6563a1af3ef936792ce0c2a1,Male,Mutant,"[""6'8"", '203 cm']","['350 lb', '158 kg']",Blue,White
6563a1af3ef936792ce0c2a2,Female,unknown,"[""5'9"", '175 cm']","['165 lb', '74 kg']",Blue,Black
6563a1af3ef936792ce0c2a3,Male,Alpha,"['-', '0 cm']","['- lb', '0 kg']",-,-
6563a1af3ef936792ce0c2a4,Male,unknown,"[""6'0"", '183 cm']","['181 lb', '81 kg']",Blue,Blond
6563a1af3ef936792ce0c2a5,Male,Human,"[""6'2"", '188 cm']","['240 lb', '108 kg']",blue,blond
6563a1af3ef936792ce0c2a6,Male,Human / Radiation,"[""6'4"", '193 cm']","['200 lb', '90 kg']",Blue,Silver
6563a1af3ef936792ce0c2a7,Male,Human,"[""6'6"", '198 cm']","['257 lb', '116 kg']",Blue,Blond
